# channel,epoch_s,x_m,y_m,z_m
nav,1700000487.900,-43.791,-7.670,-1472.828
nav,1700000488.000,-43.118,-7.835,-1474.189
nav,1700000488.100,-42.914,-8.509,-1473.440
nav,1700000488.200,-43.728,-8.215,-1473.259
nav,1700000488.300,-43.278,-7.743,-1474.082
nav,1700000488.400,-43.287,-8.385,-1473.806
nav,1700000488.500,-43.059,-7.078,-1473.869
nav,1700000488.600,-43.863,-7.302,-1473.548
nav,1700000488.700,-42.666,-8.219,-1474.278
nav,1700000488.800,-41.431,-7.974,-1474.706
nav,1700000488.900,-42.036,-7.397,-1473.791
nav,1700000489.000,-42.451,-8.496,-1474.360
nav,1700000489.100,-41.039,-8.036,-1474.773
nav,1700000489.200,-41.408,-7.929,-1474.191
nav,1700000489.300,-41.910,-8.532,-1473.455
nav,1700000489.400,-41.076,-7.761,-1473.908
nav,1700000489.500,-40.836,-8.234,-1474.165
nav,1700000489.600,-40.218,-7.293,-1474.705
nav,1700000489.700,-40.704,-7.580,-1473.185
nav,1700000489.800,-39.509,-8.398,-1473.520
nav,1700000489.900,-40.171,-7.478,-1473.795
nav,1700000490.000,-40.632,-7.725,-1473.718
nav,1700000490.100,-39.810,-8.123,-1475.038
nav,1700000490.200,-39.258,-7.896,-1474.745
nav,1700000490.300,-39.563,-7.923,-1474.594
nav,1700000490.400,-39.199,-8.875,-1473.672
nav,1700000490.500,-38.992,-8.550,-1475.607
nav,1700000490.600,-38.285,-7.721,-1474.303
nav,1700000490.700,-38.168,-7.570,-1474.342
nav,1700000490.800,-38.527,-8.209,-1474.260
nav,1700000490.900,-37.501,-8.051,-1473.763
nav,1700000491.000,-37.813,-7.810,-1473.330
nav,1700000491.100,-36.974,-7.161,-1474.962
nav,1700000491.200,-36.504,-8.041,-1474.708
nav,1700000491.300,-38.480,-7.837,-1475.166
nav,1700000491.400,-36.996,-8.581,-1473.756
nav,1700000491.500,-36.724,-6.860,-1475.197
nav,1700000491.600,-36.025,-8.901,-1474.612
nav,1700000491.700,-36.916,-8.224,-1475.004
nav,1700000491.800,-36.857,-8.630,-1474.998
nav,1700000491.900,-36.142,-7.418,-1474.659
nav,1700000492.000,-35.417,-8.739,-1475.053
nav,1700000492.100,-35.444,-7.828,-1475.297
nav,1700000492.200,-35.133,-8.266,-1475.285
nav,1700000492.300,-35.157,-7.997,-1475.188
nav,1700000492.400,-35.478,-8.535,-1475.154
nav,1700000492.500,-34.450,-7.878,-1474.506
nav,1700000492.600,-34.542,-8.306,-1475.840
nav,1700000492.700,-35.063,-8.336,-1475.419
nav,1700000492.800,-33.909,-7.515,-1473.968
nav,1700000492.900,-34.582,-7.201,-1474.308
nav,1700000493.000,-34.116,-7.763,-1474.513
nav,1700000493.100,-33.829,-8.068,-1475.476
nav,1700000493.200,-34.780,-7.965,-1475.546
nav,1700000493.300,-33.938,-7.789,-1475.946
nav,1700000493.400,-32.797,-7.758,-1475.450
nav,1700000493.500,-33.032,-8.595,-1474.903
nav,1700000493.600,-32.706,-7.869,-1475.056
nav,1700000493.700,-32.921,-8.760,-1474.857
nav,1700000493.800,-32.056,-8.268,-1475.160
nav,1700000493.900,-31.571,-7.431,-1475.676
nav,1700000494.000,-32.744,-8.659,-1475.578
nav,1700000494.100,-31.069,-8.364,-1475.749
nav,1700000494.200,-31.908,-8.266,-1475.484
nav,1700000494.300,-32.040,-7.458,-1475.579
nav,1700000494.400,-29.960,-8.587,-1474.740
nav,1700000494.500,-30.304,-8.206,-1475.761
nav,1700000494.600,-31.261,-8.455,-1475.592
nav,1700000494.700,-30.590,-8.801,-1474.473
nav,1700000494.800,-30.530,-7.967,-1475.960
nav,1700000494.900,-30.334,-8.179,-1475.677
nav,1700000495.000,-30.007,-7.598,-1475.589
nav,1700000495.100,-29.448,-8.005,-1475.615
nav,1700000495.200,-29.721,-7.498,-1475.597
nav,1700000495.300,-29.479,-8.094,-1475.840
nav,1700000495.400,-29.185,-8.028,-1476.092
nav,1700000495.500,-28.618,-7.586,-1474.948
nav,1700000495.600,-29.102,-7.667,-1476.822
nav,1700000495.700,-28.185,-8.728,-1476.387
nav,1700000495.800,-28.234,-8.311,-1476.301
nav,1700000495.900,-28.442,-7.635,-1476.415
nav,1700000496.000,-28.027,-8.189,-1475.566
nav,1700000496.100,-27.376,-8.918,-1475.480
nav,1700000496.200,-27.905,-7.882,-1476.499
nav,1700000496.300,-27.214,-6.724,-1475.993
nav,1700000496.400,-27.430,-8.116,-1476.817
nav,1700000496.500,-26.276,-7.844,-1476.634
nav,1700000496.600,-27.308,-7.992,-1475.670
nav,1700000496.700,-27.175,-7.443,-1476.208
nav,1700000496.800,-26.865,-8.234,-1475.314
nav,1700000496.900,-26.894,-8.366,-1475.738
nav,1700000497.000,-25.892,-8.396,-1475.758
nav,1700000497.100,-25.294,-7.834,-1476.573
nav,1700000497.200,-25.829,-7.858,-1476.949
nav,1700000497.300,-24.736,-7.150,-1476.437
nav,1700000497.400,-25.022,-7.407,-1475.367
nav,1700000497.500,-24.222,-8.868,-1476.528
nav,1700000497.600,-24.550,-8.247,-1475.504
nav,1700000497.700,-23.785,-8.408,-1476.502
nav,1700000497.800,-24.775,-8.098,-1476.559
nav,1700000497.900,-23.723,-8.444,-1477.780
nav,1700000498.000,-24.802,-8.514,-1476.825
nav,1700000498.100,-23.706,-8.540,-1477.128
nav,1700000498.200,-24.065,-8.558,-1476.825
nav,1700000498.300,-23.699,-7.655,-1477.068
nav,1700000498.400,-23.379,-8.273,-1476.193
nav,1700000498.500,-23.077,-7.475,-1477.199
nav,1700000498.600,-22.825,-8.288,-1477.260
nav,1700000498.700,-22.634,-7.134,-1477.099
nav,1700000498.800,-22.464,-8.656,-1477.426
nav,1700000498.900,-22.594,-8.225,-1476.924
nav,1700000499.000,-22.113,-8.824,-1477.059
nav,1700000499.100,-21.549,-8.679,-1476.948
nav,1700000499.200,-21.454,-8.391,-1476.624
nav,1700000499.300,-22.161,-7.556,-1476.636
nav,1700000499.400,-21.172,-7.438,-1477.007
nav,1700000499.500,-21.309,-7.314,-1475.946
nav,1700000499.600,-21.147,-8.057,-1476.368
nav,1700000499.700,-20.639,-7.703,-1476.524
nav,1700000499.800,-20.681,-7.790,-1476.941
nav,1700000499.900,-20.808,-8.495,-1477.288
nav,1700000500.000,-19.536,-7.519,-1476.611
nav,1700000500.100,-19.580,-7.794,-1476.870
nav,1700000500.200,-19.396,-7.762,-1477.735
nav,1700000500.300,-19.795,-8.514,-1476.502
nav,1700000500.400,-18.373,-9.085,-1476.297
nav,1700000500.500,-18.957,-7.494,-1476.849
nav,1700000500.600,-18.080,-7.895,-1477.807
nav,1700000500.700,-18.653,-7.742,-1477.256
nav,1700000500.800,-18.071,-8.033,-1477.469
nav,1700000500.900,-18.743,-8.196,-1477.092
nav,1700000501.000,-18.980,-8.390,-1478.215
nav,1700000501.100,-18.109,-7.401,-1477.833
nav,1700000501.200,-17.248,-6.576,-1476.535
nav,1700000501.300,-17.333,-7.571,-1477.969
nav,1700000501.400,-17.987,-7.986,-1477.108
nav,1700000501.500,-16.453,-8.284,-1477.233
nav,1700000501.600,-16.720,-8.066,-1477.388
nav,1700000501.700,-17.027,-7.860,-1477.276
nav,1700000501.800,-16.620,-7.667,-1476.882
nav,1700000501.900,-15.861,-8.521,-1477.368
nav,1700000502.000,-16.456,-7.952,-1477.893
nav,1700000502.100,-15.161,-7.608,-1476.885
nav,1700000502.200,-15.074,-8.135,-1477.696
nav,1700000502.300,-14.529,-8.083,-1478.182
nav,1700000502.400,-14.696,-7.928,-1476.773
nav,1700000502.500,-14.879,-8.010,-1476.785
nav,1700000502.600,-15.569,-8.293,-1478.013
nav,1700000502.700,-15.698,-7.563,-1477.869
nav,1700000502.800,-13.947,-7.805,-1477.308
nav,1700000502.900,-14.428,-8.382,-1477.588
nav,1700000503.000,-13.540,-8.025,-1478.004
nav,1700000503.100,-14.400,-7.898,-1477.951
nav,1700000503.200,-13.636,-8.119,-1477.917
nav,1700000503.300,-13.253,-7.723,-1476.733
nav,1700000503.400,-12.821,-7.203,-1478.146
nav,1700000503.500,-13.800,-8.007,-1477.328
nav,1700000503.600,-12.449,-7.394,-1479.046
nav,1700000503.700,-11.974,-7.832,-1478.570
nav,1700000503.800,-12.038,-7.915,-1477.628
nav,1700000503.900,-11.700,-7.785,-1478.575
nav,1700000504.000,-12.072,-8.809,-1477.534
nav,1700000504.100,-11.101,-8.621,-1478.214
nav,1700000504.200,-12.041,-8.227,-1477.692
nav,1700000504.300,-11.622,-7.674,-1477.386
nav,1700000504.400,-10.649,-8.559,-1477.245
nav,1700000504.500,-10.267,-7.224,-1478.037
nav,1700000504.600,-11.176,-8.492,-1478.528
nav,1700000504.700,-10.594,-7.576,-1477.344
nav,1700000504.800,-10.643,-8.019,-1478.068
nav,1700000504.900,-10.518,-7.632,-1477.854
nav,1700000505.000,-9.929,-7.821,-1477.747
nav,1700000505.100,-9.497,-8.419,-1477.626
nav,1700000505.200,-9.472,-8.217,-1477.976
nav,1700000505.300,-9.228,-7.459,-1478.635
nav,1700000505.400,-8.538,-7.988,-1478.384
nav,1700000505.500,-9.268,-8.501,-1479.020
nav,1700000505.600,-8.461,-7.010,-1478.977
nav,1700000505.700,-9.075,-7.624,-1478.210
nav,1700000505.800,-7.983,-8.051,-1478.496
nav,1700000505.900,-8.313,-9.191,-1478.795
nav,1700000506.000,-7.526,-7.404,-1477.539
nav,1700000506.100,-7.580,-9.128,-1478.578
nav,1700000506.200,-6.938,-7.188,-1477.597
nav,1700000506.300,-7.518,-8.653,-1478.317
nav,1700000506.400,-7.193,-7.217,-1478.200
nav,1700000506.500,-6.992,-7.963,-1478.132
nav,1700000506.600,-6.487,-8.362,-1478.879
nav,1700000506.700,-5.915,-8.821,-1477.549
nav,1700000506.800,-7.355,-8.292,-1477.899
nav,1700000506.900,-6.200,-8.658,-1478.189
nav,1700000507.000,-5.966,-8.108,-1478.732
nav,1700000507.100,-5.817,-8.291,-1477.220
nav,1700000507.200,-5.720,-8.187,-1478.725
nav,1700000507.300,-4.512,-8.820,-1478.292
nav,1700000507.400,-5.320,-8.712,-1478.898
nav,1700000507.500,-4.842,-8.432,-1478.376
nav,1700000507.600,-3.935,-7.915,-1479.249
nav,1700000507.700,-5.023,-8.143,-1478.715
nav,1700000507.800,-4.324,-7.844,-1477.691
nav,1700000507.900,-4.202,-8.576,-1477.995
nav,1700000508.000,-3.368,-7.884,-1478.712
nav,1700000508.100,-3.489,-8.106,-1479.633
nav,1700000508.200,-3.318,-7.554,-1477.901
nav,1700000508.300,-3.765,-7.887,-1478.514
nav,1700000508.400,-3.157,-7.943,-1478.635
nav,1700000508.500,-2.894,-7.630,-1478.060
nav,1700000508.600,-3.178,-8.086,-1478.897
nav,1700000508.700,-2.883,-8.808,-1478.689
nav,1700000508.800,-2.160,-8.078,-1478.722
nav,1700000508.900,-1.991,-7.294,-1478.943
nav,1700000509.000,-2.586,-8.045,-1477.807
nav,1700000509.100,-2.380,-7.675,-1478.185
nav,1700000509.200,-2.783,-7.795,-1478.478
nav,1700000509.300,-1.534,-8.323,-1479.090
nav,1700000509.400,-1.364,-8.151,-1479.055
nav,1700000509.500,-1.172,-7.405,-1479.432
nav,1700000509.600,-1.675,-7.397,-1478.936
nav,1700000509.700,-0.794,-8.056,-1478.750
nav,1700000509.800,-0.662,-7.747,-1479.351
nav,1700000509.900,-0.351,-9.107,-1478.298
nav,1700000510.000,-0.088,-7.665,-1478.660
nav,1700000510.100,0.475,-8.004,-1478.719
nav,1700000510.200,-0.081,-8.586,-1478.978
nav,1700000510.300,0.260,-7.287,-1478.754
nav,1700000510.400,0.442,-8.136,-1478.890
nav,1700000510.500,0.966,-7.864,-1478.936
nav,1700000510.600,0.505,-9.075,-1479.171
nav,1700000510.700,1.680,-8.181,-1478.380
nav,1700000510.800,1.577,-7.321,-1478.436
nav,1700000510.900,2.326,-8.602,-1479.017
nav,1700000511.000,2.611,-7.864,-1478.763
nav,1700000511.100,1.506,-7.041,-1479.449
nav,1700000511.200,1.403,-8.176,-1480.290
nav,1700000511.300,2.057,-6.721,-1479.270
nav,1700000511.400,2.086,-7.987,-1479.542
nav,1700000511.500,3.432,-8.445,-1478.971
nav,1700000511.600,2.626,-6.700,-1478.868
nav,1700000511.700,3.327,-8.146,-1479.410
nav,1700000511.800,3.220,-8.394,-1478.306
nav,1700000511.900,3.524,-9.065,-1479.741
nav,1700000512.000,4.464,-8.126,-1479.238
nav,1700000512.100,4.785,-8.389,-1478.868
nav,1700000512.200,4.066,-7.712,-1479.392
nav,1700000512.300,4.479,-7.590,-1478.835
nav,1700000512.400,4.717,-8.236,-1478.422
nav,1700000512.500,5.295,-8.196,-1479.560
nav,1700000512.600,5.712,-7.942,-1479.327
nav,1700000512.700,5.457,-7.831,-1479.286
nav,1700000512.800,6.202,-7.370,-1479.004
nav,1700000512.900,6.487,-7.996,-1478.936
nav,1700000513.000,6.502,-7.490,-1478.835
nav,1700000513.100,6.516,-7.021,-1479.575
nav,1700000513.200,6.322,-8.107,-1479.500
nav,1700000513.300,5.606,-7.313,-1479.841
nav,1700000513.400,6.885,-8.711,-1479.029
nav,1700000513.500,6.607,-8.568,-1479.253
nav,1700000513.600,6.850,-8.287,-1479.276
nav,1700000513.700,7.800,-8.409,-1479.868
nav,1700000513.800,7.612,-7.730,-1478.652
nav,1700000513.900,7.264,-8.159,-1478.807
nav,1700000514.000,8.987,-8.497,-1479.775
nav,1700000514.100,8.391,-8.289,-1479.796
nav,1700000514.200,8.522,-7.225,-1480.082
nav,1700000514.300,9.349,-8.287,-1479.264
nav,1700000514.400,9.595,-7.837,-1479.597
nav,1700000514.500,9.359,-8.087,-1479.197
nav,1700000514.600,9.098,-7.569,-1480.165
nav,1700000514.700,8.893,-8.704,-1479.507
nav,1700000514.800,8.835,-8.346,-1480.042
nav,1700000514.900,10.540,-8.495,-1480.142
nav,1700000515.000,10.124,-7.157,-1479.566
nav,1700000515.100,10.181,-7.355,-1479.079
nav,1700000515.200,10.613,-8.291,-1479.300
nav,1700000515.300,9.920,-8.312,-1478.822
nav,1700000515.400,11.451,-7.781,-1480.511
nav,1700000515.500,10.396,-8.340,-1479.642
nav,1700000515.600,10.575,-8.123,-1478.682
nav,1700000515.700,11.600,-7.891,-1480.083
nav,1700000515.800,10.781,-8.614,-1480.423
nav,1700000515.900,11.838,-7.808,-1480.075
nav,1700000516.000,12.074,-7.266,-1478.623
nav,1700000516.100,12.585,-8.087,-1479.241
nav,1700000516.200,13.076,-9.004,-1478.878
nav,1700000516.300,12.328,-8.267,-1479.805
nav,1700000516.400,12.960,-8.556,-1479.778
nav,1700000516.500,13.263,-7.891,-1479.454
nav,1700000516.600,13.038,-7.653,-1479.124
nav,1700000516.700,13.898,-7.786,-1479.191
nav,1700000516.800,14.036,-6.662,-1479.060
nav,1700000516.900,13.756,-8.456,-1479.808
nav,1700000517.000,13.834,-7.744,-1480.035
nav,1700000517.100,14.796,-8.695,-1480.509
nav,1700000517.200,14.332,-8.421,-1480.330
nav,1700000517.300,14.281,-8.381,-1479.703
nav,1700000517.400,14.490,-8.270,-1479.718
nav,1700000517.500,15.507,-7.265,-1479.649
nav,1700000517.600,15.313,-8.092,-1479.490
nav,1700000517.700,15.595,-7.337,-1480.682
nav,1700000517.800,15.483,-7.830,-1479.758
nav,1700000517.900,15.330,-8.650,-1479.349
nav,1700000518.000,15.622,-8.877,-1479.330
nav,1700000518.100,16.429,-8.058,-1480.223
nav,1700000518.200,16.343,-7.392,-1480.580
nav,1700000518.300,15.818,-8.314,-1479.792
nav,1700000518.400,16.552,-7.679,-1479.241
nav,1700000518.500,17.139,-7.720,-1479.656
nav,1700000518.600,17.205,-8.647,-1480.312
nav,1700000518.700,16.725,-8.074,-1479.688
nav,1700000518.800,16.875,-7.964,-1480.248
nav,1700000518.900,17.265,-8.313,-1480.377
nav,1700000519.000,18.303,-8.084,-1479.415
nav,1700000519.100,17.978,-8.203,-1478.892
nav,1700000519.200,17.588,-7.358,-1479.007
nav,1700000519.300,18.983,-8.165,-1479.126
nav,1700000519.400,18.639,-8.353,-1480.040
nav,1700000519.500,18.715,-8.473,-1479.296
nav,1700000519.600,18.813,-8.015,-1480.578
nav,1700000519.700,19.415,-8.578,-1480.452
nav,1700000519.800,19.545,-7.472,-1479.646
nav,1700000519.900,20.055,-8.065,-1480.040
nav,1700000520.000,20.396,-8.282,-1479.460
nav,1700000520.100,20.818,-8.421,-1480.229
nav,1700000520.200,20.127,-8.733,-1480.121
nav,1700000520.300,21.251,-8.523,-1479.228
nav,1700000520.400,20.583,-6.943,-1480.237
nav,1700000520.500,20.928,-8.455,-1480.244
nav,1700000520.600,21.869,-7.763,-1479.390
nav,1700000520.700,20.742,-7.673,-1480.395
nav,1700000520.800,20.931,-7.881,-1479.799
nav,1700000520.900,21.827,-7.641,-1479.480
nav,1700000521.000,22.735,-8.595,-1479.170
nav,1700000521.100,23.141,-8.183,-1480.759
nav,1700000521.200,21.708,-8.231,-1478.922
nav,1700000521.300,22.609,-8.309,-1480.275
nav,1700000521.400,22.139,-7.563,-1479.982
nav,1700000521.500,24.050,-7.686,-1479.525
nav,1700000521.600,23.079,-8.546,-1480.380
nav,1700000521.700,22.715,-7.545,-1480.139
nav,1700000521.800,24.076,-7.932,-1480.096
nav,1700000521.900,23.215,-7.849,-1480.062
nav,1700000522.000,24.451,-8.358,-1479.648
nav,1700000522.100,25.020,-7.864,-1479.566
nav,1700000522.200,24.686,-7.051,-1479.776
nav,1700000522.300,24.950,-8.018,-1480.351
nav,1700000522.400,24.196,-7.367,-1480.471
nav,1700000522.500,25.373,-7.792,-1479.510
nav,1700000522.600,24.943,-8.395,-1479.782
nav,1700000522.700,25.254,-8.616,-1479.005
nav,1700000522.800,25.204,-8.497,-1480.097
nav,1700000522.900,26.426,-9.083,-1479.393
nav,1700000523.000,25.544,-7.868,-1480.318
nav,1700000523.100,27.196,-7.938,-1480.336
nav,1700000523.200,26.249,-7.955,-1479.895
nav,1700000523.300,26.819,-8.001,-1480.674
nav,1700000523.400,26.630,-7.697,-1480.322
nav,1700000523.500,27.336,-7.984,-1480.098
nav,1700000523.600,27.797,-8.869,-1480.328
nav,1700000523.700,28.016,-7.085,-1478.849
nav,1700000523.800,27.625,-7.771,-1479.584
nav,1700000523.900,28.438,-7.843,-1479.531
nav,1700000524.000,28.230,-7.739,-1480.454
nav,1700000524.100,28.035,-8.261,-1480.590
nav,1700000524.200,27.574,-8.212,-1480.129
nav,1700000524.300,28.653,-7.722,-1479.904
nav,1700000524.400,28.672,-8.458,-1479.560
nav,1700000524.500,28.949,-8.217,-1480.092
nav,1700000524.600,28.834,-8.265,-1480.280
nav,1700000524.700,29.256,-7.672,-1479.796
nav,1700000524.800,30.373,-7.394,-1479.022
nav,1700000524.900,30.080,-7.728,-1480.244
nav,1700000525.000,30.413,-8.328,-1480.735
nav,1700000525.100,30.963,-8.625,-1479.781
nav,1700000525.200,29.960,-7.437,-1479.368
nav,1700000525.300,30.865,-7.377,-1479.996
nav,1700000525.400,31.917,-7.627,-1480.449
nav,1700000525.500,31.035,-8.076,-1480.124
nav,1700000525.600,30.371,-7.807,-1480.691
nav,1700000525.700,30.137,-8.172,-1480.376
nav,1700000525.800,31.169,-9.552,-1480.422
nav,1700000525.900,31.713,-8.317,-1479.802
nav,1700000526.000,32.696,-7.742,-1479.482
nav,1700000526.100,32.755,-8.509,-1479.774
nav,1700000526.200,32.898,-8.218,-1480.388
nav,1700000526.300,32.865,-8.741,-1480.536
nav,1700000526.400,32.467,-7.775,-1479.881
nav,1700000526.500,33.516,-8.461,-1480.477
nav,1700000526.600,33.462,-8.399,-1480.289
nav,1700000526.700,32.472,-7.855,-1479.215
nav,1700000526.800,33.085,-7.489,-1480.014
nav,1700000526.900,32.917,-8.447,-1480.460
nav,1700000527.000,33.842,-7.790,-1479.056
nav,1700000527.100,33.484,-8.242,-1480.426
nav,1700000527.200,33.766,-7.952,-1479.975
nav,1700000527.300,33.693,-7.991,-1480.577
nav,1700000527.400,34.806,-7.365,-1479.740
nav,1700000527.500,35.089,-8.264,-1479.936
nav,1700000527.600,35.482,-7.768,-1480.016
nav,1700000527.700,35.509,-8.658,-1480.331
nav,1700000527.800,35.954,-7.579,-1479.915
nav,1700000527.900,36.539,-7.746,-1480.075
nav,1700000528.000,35.390,-7.281,-1479.570
nav,1700000528.100,37.099,-6.917,-1480.596
nav,1700000528.200,35.758,-9.432,-1479.490
nav,1700000528.300,36.928,-7.951,-1480.559
nav,1700000528.400,36.755,-7.908,-1479.552
nav,1700000528.500,37.136,-7.668,-1480.002
nav,1700000528.600,37.791,-7.684,-1480.530
nav,1700000528.700,38.095,-7.387,-1479.700
nav,1700000528.800,37.740,-7.171,-1480.745
nav,1700000528.900,38.421,-8.238,-1479.377
nav,1700000529.000,38.060,-8.621,-1480.169
nav,1700000529.100,38.711,-8.105,-1480.228
nav,1700000529.200,38.086,-7.679,-1479.038
nav,1700000529.300,37.530,-6.600,-1479.807
nav,1700000529.400,39.090,-8.218,-1479.906
nav,1700000529.500,39.096,-8.525,-1480.303
nav,1700000529.600,39.792,-8.776,-1479.675
nav,1700000529.700,39.215,-8.480,-1478.905
nav,1700000529.800,39.123,-8.565,-1479.980
nav,1700000529.900,39.416,-7.997,-1479.804
nav,1700000530.000,40.117,-8.062,-1480.228
nav,1700000530.100,40.522,-8.056,-1480.120
nav,1700000530.200,41.140,-8.061,-1479.321
nav,1700000530.300,41.213,-7.356,-1479.516
nav,1700000530.400,40.800,-8.032,-1479.978
nav,1700000530.500,39.917,-7.641,-1479.729
nav,1700000530.600,41.613,-8.059,-1479.513
nav,1700000530.700,40.711,-8.585,-1481.078
nav,1700000530.800,41.533,-8.386,-1480.286
nav,1700000530.900,41.967,-8.213,-1480.545
nav,1700000531.000,43.272,-8.019,-1480.364
nav,1700000531.100,41.865,-8.087,-1479.904
nav,1700000531.200,43.051,-8.040,-1478.883
nav,1700000531.300,42.384,-7.787,-1479.293
nav,1700000531.400,43.398,-7.344,-1479.934
nav,1700000531.500,42.997,-9.240,-1479.890
nav,1700000531.600,43.746,-7.552,-1479.829
nav,1700000531.700,44.250,-8.192,-1480.137
nav,1700000531.800,43.366,-8.561,-1479.461
nav,1700000531.900,43.944,-7.695,-1479.973
nav,1700000532.000,43.971,-9.089,-1479.571
nav,1700000532.100,44.249,-8.550,-1479.804
nav,1700000532.200,44.271,-7.118,-1480.275
nav,1700000532.300,44.766,-8.545,-1480.016
nav,1700000532.400,44.938,-8.106,-1479.733
nav,1700000532.500,45.166,-8.247,-1479.281
nav,1700000532.600,45.047,-8.049,-1479.535
nav,1700000532.700,45.514,-7.678,-1479.550
nav,1700000532.800,45.835,-8.163,-1480.235
nav,1700000532.900,45.086,-8.835,-1478.811
nav,1700000533.000,44.894,-7.403,-1480.095
nav,1700000533.100,46.793,-9.101,-1479.795
nav,1700000533.200,47.127,-7.643,-1479.838
nav,1700000533.300,45.629,-8.661,-1478.966
nav,1700000533.400,46.626,-8.036,-1479.511
nav,1700000533.500,46.349,-7.796,-1479.854
nav,1700000533.600,47.347,-8.289,-1480.423
nav,1700000533.700,47.186,-7.680,-1479.430
nav,1700000533.800,47.615,-7.551,-1479.721
nav,1700000533.900,47.828,-8.240,-1479.132
nav,1700000534.000,48.146,-8.278,-1480.346
nav,1700000534.100,48.752,-8.372,-1479.557
nav,1700000534.200,49.576,-7.599,-1478.778
nav,1700000534.300,48.331,-7.465,-1479.561
nav,1700000534.400,48.983,-6.990,-1479.705
nav,1700000534.500,49.010,-8.452,-1479.112
nav,1700000534.600,48.920,-7.489,-1480.372
nav,1700000534.700,49.674,-8.322,-1479.172
nav,1700000534.800,49.593,-8.268,-1479.721
nav,1700000534.900,49.375,-7.581,-1480.042
nav,1700000535.000,49.866,-7.827,-1478.702
nav,1700000535.100,50.195,-8.121,-1479.362
nav,1700000535.200,49.363,-8.599,-1479.676
nav,1700000535.300,50.244,-8.800,-1479.050
nav,1700000535.400,50.930,-7.930,-1479.815
nav,1700000535.500,51.040,-7.743,-1479.591
nav,1700000535.600,51.422,-8.398,-1479.399
nav,1700000535.700,51.971,-7.384,-1478.774
nav,1700000535.800,51.743,-7.984,-1479.651
nav,1700000535.900,50.896,-8.672,-1479.500
nav,1700000536.000,51.946,-7.294,-1478.748
nav,1700000536.100,51.857,-7.591,-1479.633
nav,1700000536.200,52.741,-7.597,-1478.763
nav,1700000536.300,52.354,-7.493,-1480.309
nav,1700000536.400,53.448,-8.013,-1479.364
nav,1700000536.500,51.981,-8.194,-1478.673
nav,1700000536.600,52.987,-7.643,-1479.322
nav,1700000536.700,53.931,-7.904,-1479.794
nav,1700000536.800,53.628,-7.199,-1479.068
nav,1700000536.900,53.742,-6.872,-1478.725
nav,1700000537.000,54.408,-7.841,-1478.928
nav,1700000537.100,54.581,-9.091,-1479.084
nav,1700000537.200,54.320,-8.250,-1479.367
nav,1700000537.300,53.822,-8.902,-1478.634
nav,1700000537.400,55.031,-9.207,-1479.534
nav,1700000537.500,55.440,-8.140,-1478.611
nav,1700000537.600,55.725,-8.678,-1479.293
nav,1700000537.700,55.176,-8.695,-1479.936
nav,1700000537.800,55.197,-8.320,-1479.055
nav,1700000537.900,56.322,-7.743,-1478.809
nav,1700000538.000,55.867,-7.698,-1479.245
nav,1700000538.100,55.979,-7.051,-1480.324
nav,1700000538.200,55.463,-7.809,-1479.278
nav,1700000538.300,55.882,-8.527,-1479.595
nav,1700000538.400,57.246,-7.394,-1478.300
nav,1700000538.500,56.205,-8.684,-1479.824
nav,1700000538.600,57.844,-7.791,-1479.053
nav,1700000538.700,57.515,-8.028,-1479.641
nav,1700000538.800,57.857,-8.093,-1479.667
nav,1700000538.900,58.087,-8.213,-1478.940
nav,1700000539.000,57.938,-7.554,-1478.930
nav,1700000539.100,57.758,-7.839,-1478.849
nav,1700000539.200,58.656,-7.482,-1479.320
nav,1700000539.300,58.934,-8.862,-1479.058
nav,1700000539.400,58.663,-7.276,-1479.063
nav,1700000539.500,59.304,-8.881,-1479.146
nav,1700000539.600,58.777,-6.762,-1479.290
nav,1700000539.700,59.437,-7.937,-1479.737
nav,1700000539.800,59.337,-7.798,-1478.885
nav,1700000539.900,58.650,-8.283,-1478.403
nav,1700000540.000,60.294,-7.391,-1479.392
nav,1700000540.100,60.440,-8.022,-1478.088
nav,1700000540.200,59.602,-9.024,-1478.445
nav,1700000540.300,59.178,-8.188,-1479.581
nav,1700000540.400,60.011,-8.261,-1478.052
nav,1700000540.500,58.784,-8.464,-1478.165
nav,1700000540.600,58.763,-8.032,-1479.451
nav,1700000540.700,58.371,-7.786,-1479.444
nav,1700000540.800,58.130,-8.210,-1478.746
nav,1700000540.900,58.940,-8.150,-1479.109
nav,1700000541.000,59.373,-8.217,-1478.844
nav,1700000541.100,57.621,-8.138,-1478.694
nav,1700000541.200,58.060,-7.798,-1478.179
nav,1700000541.300,57.922,-7.896,-1478.513
nav,1700000541.400,57.754,-8.556,-1477.437
nav,1700000541.500,56.744,-8.175,-1479.276
nav,1700000541.600,56.209,-7.513,-1477.519
nav,1700000541.700,56.316,-7.826,-1478.528
nav,1700000541.800,56.900,-6.891,-1477.861
nav,1700000541.900,56.081,-7.736,-1478.291
nav,1700000542.000,55.990,-8.548,-1478.988
nav,1700000542.100,56.374,-7.374,-1478.676
nav,1700000542.200,55.731,-7.401,-1479.408
nav,1700000542.300,55.177,-6.991,-1478.389
nav,1700000542.400,54.635,-7.941,-1478.012
nav,1700000542.500,53.727,-7.912,-1478.692
nav,1700000542.600,53.979,-7.959,-1478.557
nav,1700000542.700,54.588,-8.174,-1478.982
nav,1700000542.800,53.673,-8.345,-1478.025
